gamma,common_return,fee_fraction
1.0,1.0555786163522012,0.08400698125550987
1.0,1.0556981132075471,0.08400698125550987
1.0,1.055817610062893,0.08400698125550987
1.0,1.055937106918239,0.08400698125550987
1.0,1.056056603773585,0.08400698125550987
1.0,1.0561761006289307,0.08400698125550987
1.0,1.0562955974842767,0.08400698125550987
1.0,1.0564150943396227,0.08400698125550987
1.0,1.0565345911949686,0.08400698125550987
1.0,1.0566540880503146,0.08400698125550987
1.0,1.0567735849056603,0.08400698125550987
1.0,1.0568930817610063,0.08400698125550987
1.0,1.0570125786163522,0.08400698125550987
1.0,1.0571320754716982,0.08400698125550987
1.0,1.0572515723270441,0.08400698125550987
1.0,1.0573710691823899,0.08400698125550987
1.0,1.0574905660377358,0.08400698125550987
1.0,1.0576100628930818,0.08400698125550987
1.0,1.0577295597484278,0.08400698125550987
1.0,1.0578490566037737,0.08400698125550987
1.0,1.0579685534591194,0.08400698125550987
1.0,1.0580880503144654,0.08400698125550987
1.0,1.0582075471698114,0.08400698125550987
1.0,1.0583270440251573,0.08400698125550987
1.0,1.0584465408805033,0.08400698125550987
1.0,1.058566037735849,0.08400698125550987
1.0,1.058685534591195,0.08400698125550987
1.0,1.058805031446541,0.08400698125550987
1.0,1.0589245283018869,0.08400698125550987
1.0,1.0590440251572328,0.08400698125550987
1.0,1.0591635220125786,0.08400698125550987
1.0,1.0592830188679245,0.08400698125550987
1.0,1.0594025157232705,0.08400698125550987
1.0,1.0595220125786164,0.08400698125550987
1.0,1.0596415094339624,0.08400698125550987
1.0,1.0597610062893081,0.08400698125550987
1.0,1.059880503144654,0.08400698125550987
1.0,1.06,0.08400698125550987
2.0,1.041,0.08425012907232457
2.0,1.0411194968553459,0.08423867492591162
2.0,1.0412389937106918,0.08422722835897707
2.0,1.0413584905660376,0.08421578936394564
2.0,1.0414779874213835,0.08420435793324971
2.0,1.0415974842767295,0.08419293405933363
2.0,1.0417169811320754,0.08418151773465106
2.0,1.0418364779874214,0.08417010895166521
2.0,1.0419559748427671,0.08415870770285096
2.0,1.042075471698113,0.08414731398069042
2.0,1.042194968553459,0.0841359277776789
2.0,1.042314465408805,0.084124549086319
2.0,1.042433962264151,0.0841131778991249
2.0,1.0425534591194967,0.08410181420862044
2.0,1.0426729559748427,0.08409045800733951
2.0,1.0427924528301886,0.08407910928782526
2.0,1.0429119496855346,0.0840677680426309
2.0,1.0430314465408805,0.08405643426432079
2.0,1.0431509433962263,0.08404510794546709
2.0,1.0432704402515722,0.08403378907865311
2.0,1.0433899371069182,0.08402247765647262
2.0,1.0435094339622641,0.08401117367152754
2.0,1.04362893081761,0.08399987711643017
2.0,1.0437484276729558,0.08398858798380406
2.0,1.0438679245283018,0.0839773062662805
2.0,1.0439874213836478,0.08396603195650121
2.0,1.0441069182389937,0.08395476504711838
2.0,1.0442264150943397,0.08394350553079347
2.0,1.0443459119496854,0.08393225340019685
2.0,1.0444654088050314,0.08392100864800972
2.0,1.0445849056603773,0.0839097712669226
2.0,1.0447044025157233,0.0838985412496349
2.0,1.0448238993710692,0.08388731858885728
2.0,1.044943396226415,0.08387610327730928
2.0,1.045062893081761,0.083864895307719
2.0,1.0451823899371069,0.08385369467282536
2.0,1.0453018867924528,0.0838425013653774
2.0,1.0454213836477988,0.08383131537813109
2.0,1.0455408805031445,0.08382013670385566
2.0,1.0456603773584905,0.08380896533532683
2.0,1.0457798742138364,0.0837978012653309
2.0,1.0458993710691824,0.08378664448666497
2.0,1.0460188679245284,0.08377549499213276
2.0,1.046138364779874,0.08376435277455
2.0,1.04625786163522,0.0837532178267406
2.0,1.046377358490566,0.08374209014153897
2.0,1.046496855345912,0.08373096971178762
2.0,1.046616352201258,0.0837198565303396
2.0,1.0467358490566037,0.0837087505900565
2.0,1.0468553459119496,0.08369765188380959
2.0,1.0469748427672956,0.08368656040447991
2.0,1.0470943396226415,0.08367547614495739
2.0,1.0472138364779875,0.08366439909814093
2.0,1.0473333333333332,0.08365332925694031
2.0,1.0474528301886792,0.08364226661427271
2.0,1.0475723270440251,0.08363121116306621
